,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
213848,107393,Jackson Volney Scholz,M,23.0,172.0,61.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
213850,107393,Jackson Volney Scholz,M,27.0,172.0,61.0,United States,USA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,Gold
213854,107396,"Rudolph John ""Rudy"" Scholz",M,23.0,167.0,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Rugby,Rugby Men's Rugby,Gold
213855,107396,"Rudolph John ""Rudy"" Scholz",M,27.0,167.0,,United States,USA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Gold
214088,107496,"Gerald Click ""Gerry"" Schreck",M,29.0,175.0,77.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed Three Person Keelboat,Gold
214156,107529,Ollie Martin Schriver,M,40.0,,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres, Team",Gold
214157,107529,Ollie Martin Schriver,M,40.0,,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Gold
214159,107529,Ollie Martin Schriver,M,40.0,,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",Gold
214223,107554,"Richard Alan ""Rich"" Schroeder",M,22.0,183.0,79.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
214225,107554,"Richard Alan ""Rich"" Schroeder",M,26.0,183.0,79.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
214233,107559,"Reginald John ""Reg"" Schroeter",M,26.0,,,Canada,CAN,1948 Winter,1948,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
214246,107567,Frances Cowells Schroth,F,27.0,168.0,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
214367,107617,"Robert Keyser ""Bob"" Schul",M,27.0,184.0,66.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 5,000 metres",Gold
214370,107619,"Frederick William ""Fred"" Schule",M,24.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 110 metres Hurdles,Gold
214373,107621,Carolyn Jane Schuler,F,17.0,167.0,63.0,United States,USA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 100 metres Butterfly,Gold
214374,107621,Carolyn Jane Schuler,F,17.0,167.0,63.0,United States,USA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
214407,107633,Lary Alan Schulhof,M,22.0,178.0,75.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
214447,107660,"David Leslie ""Dave"" Schultz",M,25.0,177.0,74.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
214472,107669,Mark Philip Schultz,M,23.0,173.0,82.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold
214550,107712,Bradley Darrell Schumacher,M,22.0,193.0,90.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
214551,107712,Bradley Darrell Schumacher,M,22.0,193.0,90.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
214980,107915,"William Douglas ""Tripp"" Schwenk, III",M,25.0,190.0,79.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
215084,107975,Barbara Ann Scott (-King),F,19.0,,,Canada,CAN,1948 Winter,1948,Winter,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,Gold
215092,107976,"Rebecca ""Beckie"" Scott (-Wadsworth)",F,27.0,171.0,64.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 5/5 kilometres Pursuit,Gold
215104,107981,"Charles Thomas ""Charlie"" Scott",M,19.0,196.0,82.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,Gold
215161,108015,Henry Louis Scott,M,22.0,172.0,64.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's 3,000 metres, Team",Gold
215258,108062,Briana Collette Scurry,F,24.0,175.0,68.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football,Gold
215259,108062,Briana Collette Scurry,F,32.0,175.0,68.0,United States,USA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Gold
215268,108069,Brent Seabrook,M,24.0,190.0,100.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
215273,108072,"Robert Lloyd ""Bob"" Seagren",M,21.0,183.0,80.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Pole Vault,Gold
215282,108078,Ray P. Seales,M,19.0,183.0,63.0,United States,USA,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Welterweight,Gold
215299,108088,Harry Edward Sears,M,41.0,,,United States,USA,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Gold
215319,108099,"Robert Michael ""Bobby"" Seay",M,22.0,185.0,86.0,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
215381,108134,Louis John Secco,M,25.0,,,Canada,CAN,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
215683,108285,Robert Arthur Seguso,M,25.0,191.0,82.0,United States,USA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,Gold
215736,108313,Melissa Seidemann,F,22.0,183.0,104.0,United States,USA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Gold
215737,108313,Melissa Seidemann,F,26.0,183.0,104.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Gold
215777,108336,Armin Kurt Seiffert,M,20.0,170.0,56.0,United States,USA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Pairs,Gold
215804,108350,Henry Seiling,M,,,,Milwaukee Athletic Club-1,USA,1904 Summer,1904,Summer,St. Louis,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
215829,108361,Dominic Seiterle,M,32.0,193.0,93.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
217055,109010,Leo Joseph Sexton,M,22.0,193.0,108.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's Shot Put,Gold
217301,109157,"Franklin Bradford ""Frank"" Shakespeare",M,22.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,Gold
217435,109213,Brendan Frederick Shanahan,M,33.0,191.0,100.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
217481,109240,Eric Lee Shanteau,M,28.0,188.0,80.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
217608,109302,"Samuel Henry ""Sam"" Sharman",M,44.0,188.0,,United States,USA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Trap, Team",Gold
217645,109321,Patrick Sharp,M,32.0,185.0,89.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
217777,109389,"Timothy Andrew ""Tim"" Shaw",M,18.0,188.0,89.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
217871,109429,"John Amos ""Jack"" Shea",M,21.0,,,United States,USA,1932 Winter,1932,Winter,Lake Placid,Speed Skating,Speed Skating Men's 500 metres,Gold
217872,109429,"John Amos ""Jack"" Shea",M,21.0,,,United States,USA,1932 Winter,1932,Winter,Lake Placid,Speed Skating,"Speed Skating Men's 1,500 metres",Gold
217880,109433,"James Edmund ""Jim"" Shea, Jr.",M,33.0,180.0,82.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Skeleton,Skeleton Men's Skeleton,Gold
217885,109437,Courtney Amanda Shealy (-Hart),F,22.0,191.0,72.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
217887,109437,Courtney Amanda Shealy (-Hart),F,22.0,191.0,72.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
217925,109462,Ben M. Sheets,M,22.0,182.0,88.0,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
217936,109466,"Donald Alexander ""Don"" Sheff",M,21.0,178.0,69.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
217937,109467,"Frederick ""Fred"" Sheffield",M,22.0,178.0,,United States,USA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Gold
217982,109494,"Richard ""Dick"" Sheldon",M,21.0,,,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Shot Put,Gold
217987,109496,George Herbert Sheldon,M,30.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Diving,Diving Men's Springboard,Gold
218174,109587,"Melvin Winfield ""Mel"" Sheppard",M,24.0,177.0,67.0,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 800 metres,Gold
218175,109587,"Melvin Winfield ""Mel"" Sheppard",M,24.0,177.0,67.0,United States,USA,1908 Summer,1908,Summer,London,Athletics,"Athletics Men's 1,500 metres",Gold
218176,109587,"Melvin Winfield ""Mel"" Sheppard",M,24.0,177.0,67.0,United States,USA,1908 Summer,1908,Summer,London,Athletics,"Athletics Men's 1,600 metres Medley Relay",Gold
218180,109587,"Melvin Winfield ""Mel"" Sheppard",M,28.0,177.0,67.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
218186,109591,"Steven Bernard ""Steve"" Sheppard",M,22.0,198.0,95.0,United States,USA,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,Gold
218200,109597,Martin Joseph Sheridan,M,23.0,190.0,88.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Discus Throw,Gold
218203,109597,Martin Joseph Sheridan,M,25.0,190.0,88.0,United States,USA,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Shot Put,Gold
218205,109597,Martin Joseph Sheridan,M,25.0,190.0,88.0,United States,USA,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Discus Throw,Gold
218212,109597,Martin Joseph Sheridan,M,27.0,190.0,88.0,United States,USA,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Discus Throw,Gold
218213,109597,Martin Joseph Sheridan,M,27.0,190.0,88.0,United States,USA,1908 Summer,1908,Summer,London,Athletics,"Athletics Men's Discus Throw, Greek Style",Gold
218231,109608,Patience Halsey Sherman,F,18.0,171.0,59.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
218250,109622,"William John ""Billy"" Sherring",M,28.0,166.0,54.0,Canada,CAN,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's Marathon,Gold
218347,109661,Tammy Lee Shewchuk (-Dryden),F,24.0,163.0,60.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
218353,109662,Kyle Keith Shewfelt,M,22.0,164.0,61.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Floor Exercise,Gold
218459,109724,Claressa Maria Shields,F,17.0,175.0,75.0,United States,USA,2012 Summer,2012,Summer,London,Boxing,Boxing Women's Middleweight,Gold
218460,109724,Claressa Maria Shields,F,21.0,175.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Middleweight,Gold
218462,109725,"Marion Lawrence ""Larry"" Shields",M,25.0,170.0,64.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres, Team",Gold
218464,109726,"Susanne Marie ""Susan"" Shields (-White)",F,16.0,170.0,60.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
218467,109727,"Thomas Allen ""Tom"" Shields",M,25.0,193.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
218471,109730,Mikaela Pauline Shiffrin,F,18.0,170.0,64.0,United States,USA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,Gold
218508,109747,Jean Marie Shiley (-Newhouse),F,20.0,172.0,61.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Women's High Jump,Gold
218726,109860,Jerry Franklin Shipp,M,29.0,198.0,89.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Gold
218954,109978,Lindsay Shoop,F,26.0,185.0,79.0,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
218986,109997,Frank Charles Shorter,M,24.0,178.0,61.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Marathon,Gold
219023,110012,Dana Jayne Shrader (-Butler),F,16.0,178.0,63.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
219036,110022,"Pamela Howard ""Pam"" Shriver (-Shapiro, -Lazenby)",F,26.0,183.0,70.0,United States,USA,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Doubles,Gold
219204,110112,Carl Leslie Shy,M,27.0,183.0,77.0,United States,USA,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,Gold
219889,110462,"David Mark ""Dave"" Silk",M,22.0,180.0,86.0,United States,USA,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
219893,110464,"William Sylvester ""Bill"" Silkworth",M,39.0,,,United States,USA,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Trap, Team",Gold
219911,110472,"Michael Barnwell ""Mike"" Silliman",M,24.0,198.0,105.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,Gold
220444,110718,Kerry Simmonds,F,27.0,183.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold
220471,110738,Heather Lee Simmons-Carrasco,F,26.0,157.0,49.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
220764,110882,"Harold Alfred ""Hack"" Simpson",M,21.0,190.0,91.0,Canada,CAN,1932 Winter,1932,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
220803,110900,"William ""Will"" Simpson",M,49.0,173.0,77.0,United States,USA,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
221760,111459,"Kenneth Robert ""Ken"" Sitzberger",M,19.0,177.0,70.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Diving,Diving Men's Springboard,Gold
222143,111632,"Robert Danforth ""Bob"" Skelton",M,20.0,,,United States,USA,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 200 metres Breaststroke,Gold
222541,111797,Lynn Ellen Skrifvars (-Nelson),F,21.0,173.0,59.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
222744,111889,"Colby Edmund ""Babe"" Slater",M,23.0,191.0,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Rugby,Rugby Men's Rugby,Gold
222745,111889,"Colby Edmund ""Babe"" Slater",M,28.0,191.0,,United States,USA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Gold
222757,111894,"Norman Bernard ""Norm"" Slater",M,30.0,180.0,,United States,USA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Gold
222759,111896,"Cyril Seely ""Sig"" Slater",M,26.0,170.0,,Canada,CAN,1924 Winter,1924,Winter,Chamonix,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
222822,111923,Brandon Douglas Slay,M,24.0,173.0,76.0,United States,USA,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold
223100,112052,"Samantha ""Sami Jo"" Small (-Bridges)",F,25.0,170.0,85.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
223119,112061,Hilary Hurlburt Smart,M,22.0,,,Hilarius,USA,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed Two Person Keelboat,Gold
223130,112065,Paul Hurlburt Smart,M,56.0,,,Hilarius,USA,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed Two Person Keelboat,Gold
223361,112172,Adrian Howard Smith,M,23.0,186.0,81.0,United States,USA,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,Gold
223403,112197,"William Thomas ""Bill"" Smith",M,23.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
223404,112198,"William Melvin ""Bill"" Smith, Jr.",M,24.0,,,United States,USA,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 400 metres Freestyle,Gold
223405,112198,"William Melvin ""Bill"" Smith, Jr.",M,24.0,,,United States,USA,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
223419,112207,Calvin Smith,M,23.0,178.0,69.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
223428,112209,"Caroline ""Carol"" Smith (-Macias)",F,17.0,,,United States,USA,1924 Summer,1924,Summer,Paris,Diving,Diving Women's Plain High,Gold
223446,112220,Clark Smith,M,21.0,206.0,90.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
223461,112230,"David James ""Dave"" Smith",M,34.0,170.0,63.0,Minotaur,USA,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed 5.5 metres,Gold
223480,112238,Finis Dean Smith,M,20.0,180.0,72.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
223499,112249,Ethel May Smith (-Stewart),F,20.0,165.0,54.0,Canada,CAN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
223537,112269,Owen Guinn Smith,M,28.0,187.0,79.0,United States,USA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Pole Vault,Gold
223541,112271,Edwin Harold Smith,M,23.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Diving,Diving Men's Platform,Gold
223557,112281,"Reginald Joseph ""Hooley"" Smith",M,19.0,178.0,70.0,Canada,CAN,1924 Winter,1924,Winter,Chamonix,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
223570,112289,"James Hopkins Smith, Jr.",M,38.0,,,Llanoria,USA,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed 6 metres,Gold
223615,112312,John William Smith,M,23.0,170.0,62.0,United States,USA,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
223616,112312,John William Smith,M,26.0,170.0,62.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
223623,112316,Julie M. Smith,F,28.0,162.0,,United States,USA,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Gold
223624,112317,Justus Ketchum Smith,M,26.0,,,United States,USA,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
223632,112322,"Katherine May ""Katie"" Smith",F,26.0,180.0,79.0,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Gold
223633,112322,"Katherine May ""Katie"" Smith",F,30.0,180.0,79.0,United States,USA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Gold
223634,112322,"Katherine May ""Katie"" Smith",F,34.0,180.0,79.0,United States,USA,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Gold
223648,112331,LaMont Smith,M,23.0,188.0,73.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
223654,112334,Leah Smith,F,21.0,178.0,67.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
223696,112354,Melanie Ainsworth Smith (-Taylor),F,34.0,170.0,57.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
223697,112355,Michele Mary Smith,F,29.0,177.0,70.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Gold
223698,112355,Michele Mary Smith,F,33.0,177.0,70.0,United States,USA,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Gold
223760,112387,"Ronald Ray ""Ronnie Ray"" Smith",M,19.0,173.0,73.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
223795,112404,"Steven Delano ""Steve"" Smith",M,31.0,200.0,100.0,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Gold
223812,112418,Tommie C. Smith,M,24.0,191.0,84.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 200 metres,Gold
223850,112440,"Willie James Smith, III",M,28.0,173.0,73.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
